,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.14689265536723164,0.12994350282485875,0.14689265536723164,0.13559322033898305,0.10734463276836158,0.12429378531073447,0.06779661016949153,0.14124293785310735
parsopercularis-lh,0.09195402298850575,0.18007662835249041,0.09578544061302682,0.1417624521072797,0.1532567049808429,0.16475095785440613,0.038314176245210725,0.13409961685823754
parstriangularis-rh,0.14835164835164835,0.13186813186813187,0.14835164835164835,0.13186813186813187,0.10989010989010989,0.12637362637362637,0.06593406593406594,0.13736263736263737
postcentral-rh,0.09716599190283401,0.14979757085020243,0.09716599190283401,0.15789473684210525,0.13360323886639677,0.14979757085020243,0.05668016194331984,0.15789473684210525
rostralmiddlefrontal-lh,0.088,0.172,0.092,0.144,0.168,0.164,0.04,0.132
superiortemporal-lh,0.09411764705882353,0.17254901960784313,0.09803921568627451,0.1450980392156863,0.14901960784313725,0.16470588235294117,0.0392156862745098,0.13725490196078433
superiortemporal-rh,0.12048192771084337,0.0963855421686747,0.12048192771084337,0.14457831325301204,0.0963855421686747,0.0963855421686747,0.1686746987951807,0.1566265060240964
supramarginal-rh,0.09745762711864407,0.1483050847457627,0.09745762711864407,0.15677966101694915,0.13135593220338984,0.1440677966101695,0.0635593220338983,0.16101694915254236
