,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.25,0.14285714285714285,0.10714285714285714,0.14285714285714285,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.14285714285714285
inferiorparietal-rh,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.15384615384615385
parsopercularis-lh,0.16,0.16,0.12,0.16,0.12,0.08,0.04,0.16
postcentral-rh,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.15384615384615385
rostralmiddlefrontal-lh,0.16,0.16,0.12,0.16,0.12,0.08,0.04,0.16
superiortemporal-lh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.14285714285714285
superiortemporal-rh,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333
supramarginal-rh,0.19230769230769232,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.038461538461538464,0.15384615384615385
