,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parsopercularis-lh,0.16393442622950818,0.12704918032786885,0.11475409836065574,0.11885245901639344,0.11475409836065574,0.12295081967213115,0.11065573770491803,0.12704918032786885
postcentral-rh,0.12449799196787148,0.14457831325301204,0.11646586345381527,0.12048192771084337,0.13654618473895583,0.12449799196787148,0.10843373493975904,0.12449799196787148
rostralmiddlefrontal-lh,0.11764705882352941,0.12184873949579832,0.13025210084033614,0.13865546218487396,0.13445378151260504,0.13025210084033614,0.1092436974789916,0.11764705882352941
superiorfrontal-rh,0.11885245901639344,0.12295081967213115,0.12704918032786885,0.13524590163934427,0.13524590163934427,0.13114754098360656,0.11065573770491803,0.11885245901639344
superiorparietal-rh,0.11336032388663968,0.13360323886639677,0.12550607287449392,0.13360323886639677,0.14979757085020243,0.12550607287449392,0.10526315789473684,0.11336032388663968
superiortemporal-lh,0.12295081967213115,0.12704918032786885,0.12704918032786885,0.13114754098360656,0.12704918032786885,0.13114754098360656,0.11065573770491803,0.12295081967213115
superiortemporal-rh,0.13122171945701358,0.13122171945701358,0.11764705882352941,0.12217194570135746,0.11764705882352941,0.12669683257918551,0.12217194570135746,0.13122171945701358
supramarginal-rh,0.13191489361702127,0.13191489361702127,0.11914893617021277,0.12340425531914893,0.11914893617021277,0.1276595744680851,0.1148936170212766,0.13191489361702127
