,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.17391304347826086,0.12173913043478261,0.13043478260869565,0.12173913043478261,0.14782608695652175,0.14782608695652175,0.034782608695652174,0.12173913043478261
parsopercularis-lh,0.14150943396226415,0.1320754716981132,0.14150943396226415,0.1320754716981132,0.14150943396226415,0.14150943396226415,0.03773584905660377,0.1320754716981132
postcentral-rh,0.14678899082568808,0.12844036697247707,0.13761467889908258,0.12844036697247707,0.14678899082568808,0.14678899082568808,0.03669724770642202,0.12844036697247707
precentral-rh,0.14150943396226415,0.1320754716981132,0.14150943396226415,0.1320754716981132,0.14150943396226415,0.14150943396226415,0.03773584905660377,0.1320754716981132
rostralmiddlefrontal-lh,0.1592920353982301,0.12389380530973451,0.13274336283185842,0.12389380530973451,0.1504424778761062,0.1504424778761062,0.035398230088495575,0.12389380530973451
superiortemporal-lh,0.1592920353982301,0.12389380530973451,0.13274336283185842,0.12389380530973451,0.1504424778761062,0.1504424778761062,0.035398230088495575,0.12389380530973451
superiortemporal-rh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613
supramarginal-rh,0.14150943396226415,0.1320754716981132,0.14150943396226415,0.1320754716981132,0.14150943396226415,0.14150943396226415,0.03773584905660377,0.1320754716981132
