,entorhinal-lh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-lh,parstriangularis-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5625,0.2625,0.025,0.0125,0.0125,0.0,0.125,0.0
frontalpole-lh,0.20618556701030927,0.6597938144329897,0.030927835051546393,0.05154639175257732,0.0,0.0,0.05154639175257732,0.0
medialorbitofrontal-lh,0.0,0.02586206896551724,0.5172413793103449,0.017241379310344827,0.20689655172413793,0.11206896551724138,0.11206896551724138,0.008620689655172414
parahippocampal-lh,0.0,0.05154639175257732,0.0,0.7835051546391752,0.010309278350515464,0.010309278350515464,0.14432989690721648,0.0
parstriangularis-lh,0.0,0.0,0.15476190476190477,0.017857142857142856,0.35714285714285715,0.25,0.1488095238095238,0.07142857142857142
rostralanteriorcingulate-rh,0.0,0.0,0.1297709923664122,0.0,0.3053435114503817,0.33587786259541985,0.13740458015267176,0.0916030534351145
temporalpole-lh,0.0547945205479452,0.03424657534246575,0.11643835616438356,0.0821917808219178,0.19863013698630136,0.136986301369863,0.3767123287671233,0.0
temporalpole-rh,0.0,0.0,0.03225806451612903,0.0,0.12903225806451613,0.12903225806451613,0.0,0.7096774193548387
