subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S03,Sess01,MOTOR_EXECUTION-LEFT,1.0489411888385314,0.9999999999999982,0.9705944439912384,1.1345892389929144,bootstrap,critical,rtwin_gamma
S03,Sess01,MOTOR_EXECUTION-RIGHT,1.0797298652982905,1.0000000000000009,1.0092883562760067,1.1554902239623897,bootstrap,supercritical,rtwin_gamma
S03,Sess01,MOTOR_IMAGERY-LEFT,1.0947756589057052,1.0000000000000002,1.0239302960573897,1.1613112669102956,bootstrap,supercritical,rtwin_gamma
S03,Sess01,MOTOR_IMAGERY-RIGHT,1.0246011711783622,1.0000000000000007,0.9798173182864043,1.0680530360571134,bootstrap,critical,rtwin_gamma
S03,Sess01,MOTOR_EXECUTION,1.064335527068411,0.9999999999999996,0.9899414001336225,1.145039731477652,bootstrap,supercritical,rtwin_gamma
S03,Sess01,MOTOR_IMAGERY,1.0596884150420336,1.0000000000000004,1.0018738071718971,1.1146821514837044,bootstrap,supercritical,rtwin_gamma
S03,Sess01,LEFT,1.0718584238721183,0.9999999999999992,0.9972623700243141,1.147950252951605,bootstrap,supercritical,rtwin_gamma
S03,Sess01,RIGHT,1.0521655182383265,1.0000000000000009,0.9945528372812055,1.1117716300097515,bootstrap,supercritical,rtwin_gamma
S03,Sess01,LEFT_vs_RIGHT,0.01969290563379178,0.0,-0.11450925998543748,0.15339741567039955,bootstrap,delta,rtwin_gamma
S03,Sess01,IMAGERY_vs_EXECUTION,-0.0046471120263773535,0.0,-0.1431659243057548,0.12474075135008189,bootstrap,delta,rtwin_gamma
S03,Sess01,ME_LEFT_vs_ME_RIGHT,-0.030788676459759134,0.0,-0.18489577997115125,0.12530088271690776,bootstrap,delta,rtwin_gamma
S03,Sess01,MI_LEFT_vs_MI_RIGHT,0.07017448772734292,0.0,-0.044122739999723715,0.18149394862389134,bootstrap,delta,rtwin_gamma
