,Fp1,T7,F4,Fp2,F1,PO7,AF8,AF4
Fp1,0.3622589531680441,0.0,0.2768595041322314,0.3608815426997245,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.2942028985507246,0.0,0.41594202898550725,0.2898550724637681,0.0,0.0,0.0,0.0
Fp2,0.3508771929824561,0.0,0.26720647773279355,0.38191632928475033,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
