,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.16981132075471697,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.1320754716981132,0.18867924528301888,0.18867924528301888,0.18867924528301888
parsopercularis-lh,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333
parstriangularis-rh,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
rostralmiddlefrontal-lh,0.15625,0.03125,0.0625,0.125,0.15625,0.15625,0.15625,0.15625
rostralmiddlefrontal-rh,0.17391304347826086,0.021739130434782608,0.043478260869565216,0.08695652173913043,0.15217391304347827,0.17391304347826086,0.17391304347826086,0.17391304347826086
superiortemporal-lh,0.1125,0.0125,0.025,0.05,0.0875,0.25,0.2125,0.25
superiortemporal-rh,0.11842105263157894,0.013157894736842105,0.02631578947368421,0.05263157894736842,0.09210526315789473,0.23684210526315788,0.2236842105263158,0.23684210526315788
supramarginal-lh,0.1125,0.0125,0.025,0.05,0.0875,0.25,0.2125,0.25
