,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,paracentral-lh,paracentral-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.16464379947229552,0.0870712401055409,0.08548812664907651,0.15883905013192612,0.158311345646438,0.162532981530343,0.08443271767810026,0.09868073878627968
frontalpole-rh,0.12557427258805512,0.12557427258805512,0.12404287901990811,0.12557427258805512,0.12557427258805512,0.12557427258805512,0.1225114854517611,0.12557427258805512
insula-rh,0.1250971250971251,0.1250971250971251,0.1250971250971251,0.1250971250971251,0.1250971250971251,0.1250971250971251,0.12432012432012432,0.1250971250971251
paracentral-lh,0.15966386554621848,0.08665966386554622,0.08508403361344538,0.1638655462184874,0.16123949579831934,0.16123949579831934,0.08403361344537816,0.09821428571428571
paracentral-rh,0.15997888067581836,0.08711721224920803,0.08553326293558607,0.162090813093981,0.16156282998944033,0.16050686378035903,0.08447729672650475,0.09873284054910243
posteriorcingulate-lh,0.16342616920651604,0.08670520231213873,0.08512874408828167,0.15974776668418286,0.15922228060956384,0.16342616920651604,0.08407777193904362,0.09826589595375723
rostralanteriorcingulate-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
rostralanteriorcingulate-rh,0.13135593220338984,0.11652542372881355,0.11440677966101695,0.13135593220338984,0.13135593220338984,0.13135593220338984,0.11299435028248588,0.1306497175141243
