,Fp1,FT9,P7,F8,Fp2,F5,FT7,AF8
Fp1,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826
FT9,0.0,0.335,0.0,0.0,0.0,0.34,0.325,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.3008849557522124,0.0,0.0,0.0,0.3938053097345133,0.3053097345132743,0.0
FT7,0.0,0.315,0.0,0.0,0.0,0.345,0.34,0.0
AF8,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333333333333
