,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-lh,0.3140495867768595,0.0,0.008264462809917356,0.049586776859504134,0.0,0.3140495867768595,0.3140495867768595,0.0
frontalpole-rh,0.0,0.4418604651162791,0.23255813953488372,0.0,0.0,0.0,0.0,0.32558139534883723
lateralorbitofrontal-rh,0.058823529411764705,0.1568627450980392,0.39215686274509803,0.21568627450980393,0.0,0.0392156862745098,0.0784313725490196,0.058823529411764705
medialorbitofrontal-rh,0.1702127659574468,0.0,0.19148936170212766,0.2978723404255319,0.0,0.14893617021276595,0.19148936170212766,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.30434782608695654,0.0,0.0,0.043478260869565216,0.0,0.3391304347826087,0.3130434782608696,0.0
rostralanteriorcingulate-rh,0.3046875,0.0,0.015625,0.0546875,0.0,0.3125,0.3125,0.0
rostralmiddlefrontal-rh,0.0,0.42105263157894735,0.13157894736842105,0.0,0.0,0.0,0.0,0.4473684210526316
