,Fp1,Fz,F7,FT9,TP10,F8,Fp2,F6
Fp1,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.391304347826087
Fz,0.0,0.5285714285714286,0.4714285714285714,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.5038167938931297,0.4961832061068702,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.35,0.0,0.0,0.0,0.0,0.0,0.3,0.35
F6,0.13559322033898305,0.0,0.0,0.0,0.0,0.0,0.1016949152542373,0.7627118644067796
