,Fp1,FT9,CP1,P7,F8,Fp2,CP3,PO4
Fp1,0.5242718446601942,0.0,0.0,0.0,0.0,0.47572815533980584,0.0,0.0
FT9,0.0,0.3411214953271028,0.3364485981308411,0.0,0.0,0.0,0.0,0.32242990654205606
CP1,0.0,0.3411214953271028,0.3364485981308411,0.0,0.0,0.0,0.0,0.32242990654205606
P7,0.0,0.0,0.0,0.8636363636363636,0.0,0.0,0.13636363636363635,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
CP3,0.0,0.0,0.0,0.5208333333333334,0.0,0.0,0.4791666666666667,0.0
PO4,0.0,0.24825174825174826,0.24825174825174826,0.0,0.0,0.0,0.0,0.5034965034965035
