,Fp1,Fz,F7,FT9,TP10,F8,Fp2,F6
Fp1,0.2890625,0.0,0.0,0.0,0.1875,0.296875,0.2265625,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.25263157894736843,0.0,0.0,0.0,0.24210526315789474,0.25263157894736843,0.25263157894736843,0.0
F8,0.2602739726027397,0.0,0.0,0.0,0.1643835616438356,0.3767123287671233,0.19863013698630136,0.0
Fp2,0.2636363636363636,0.0,0.0,0.0,0.21818181818181817,0.2636363636363636,0.2545454545454545,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
