,C3,TP9,O1,Fp2,AF7,FT7,PO3,AF8
C3,0.4942528735632184,0.14022988505747128,0.0,0.02528735632183908,0.34022988505747126,0.0,0.0,0.0
TP9,0.09170305676855896,0.33478893740902477,0.0,0.26200873362445415,0.31149927219796214,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.023008849557522124,0.32212389380530976,0.0,0.36460176991150445,0.2902654867256637,0.0,0.0,0.0
AF7,0.14720314033366044,0.20804710500490678,0.0,0.1589793915603533,0.4857703631010795,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
