,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.29310344827586204,0.0,0.25862068965517243,0.06896551724137931,0.1206896551724138,0.017241379310344827,0.2413793103448276,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.20967741935483872,0.0,0.27419354838709675,0.12903225806451613,0.04838709677419355,0.08064516129032258,0.25806451612903225,0.0
medialorbitofrontal-lh,0.05714285714285714,0.0,0.17142857142857143,0.37142857142857144,0.0,0.2571428571428571,0.14285714285714285,0.0
medialorbitofrontal-rh,0.2647058823529412,0.0,0.14705882352941177,0.0,0.35294117647058826,0.0,0.11764705882352941,0.11764705882352941
parsorbitalis-rh,0.0,0.0,0.13636363636363635,0.4090909090909091,0.0,0.36363636363636365,0.09090909090909091,0.0
rostralanteriorcingulate-lh,0.21428571428571427,0.0,0.2857142857142857,0.125,0.03571428571428571,0.07142857142857142,0.26785714285714285,0.0
rostralanteriorcingulate-rh,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.4
