,bankssts-lh,caudalmiddlefrontal-rh,cuneus-rh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,posteriorcingulate-rh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.23134328358208955,0.21641791044776118,0.1791044776119403,0.13432835820895522,0.23880597014925373
isthmuscingulate-rh,0.0,0.0,0.0,0.23134328358208955,0.22388059701492538,0.1791044776119403,0.13432835820895522,0.23134328358208955
lateraloccipital-rh,0.0,0.0,0.0,0.21428571428571427,0.20535714285714285,0.20535714285714285,0.16071428571428573,0.21428571428571427
posteriorcingulate-rh,0.0,0.0,0.0,0.1782178217821782,0.1782178217821782,0.1782178217821782,0.2871287128712871,0.1782178217821782
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.23134328358208955,0.21641791044776118,0.1791044776119403,0.13432835820895522,0.23880597014925373
