,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.32934131736526945,0.16167664670658682,0.20958083832335328,0.0,0.0,0.15568862275449102,0.1437125748502994,0.0
inferiorparietal-rh,0.15730337078651685,0.37640449438202245,0.11235955056179775,0.0,0.0,0.12921348314606743,0.2247191011235955,0.0
parsopercularis-lh,0.21965317919075145,0.12716763005780346,0.27167630057803466,0.0,0.05202312138728324,0.14450867052023122,0.18497109826589594,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.44
rostralmiddlefrontal-rh,0.0,0.0,0.14285714285714285,0.0,0.3392857142857143,0.35714285714285715,0.16071428571428573,0.0
superiorfrontal-lh,0.14285714285714285,0.13227513227513227,0.13227513227513227,0.0,0.10052910052910052,0.328042328042328,0.164021164021164,0.0
superiortemporal-rh,0.12376237623762376,0.2079207920792079,0.15841584158415842,0.0,0.04950495049504951,0.1485148514851485,0.3118811881188119,0.0
supramarginal-lh,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.4782608695652174
