,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh
caudalmiddlefrontal-lh,0.2837209302325581,0.12558139534883722,0.09302325581395349,0.04186046511627907,0.037209302325581395,0.09302325581395349,0.2558139534883721,0.06976744186046512
inferiorparietal-rh,0.15,0.2875,0.13125,0.06875,0.01875,0.09375,0.1875,0.0625
parsopercularis-lh,0.1005586592178771,0.11173184357541899,0.2346368715083799,0.03910614525139665,0.1005586592178771,0.16201117318435754,0.12290502793296089,0.12849162011173185
precentral-rh,0.07017543859649122,0.10526315789473684,0.05263157894736842,0.4649122807017544,0.06140350877192982,0.10526315789473684,0.07894736842105263,0.06140350877192982
rostralmiddlefrontal-lh,0.0446927374301676,0.0223463687150838,0.1005586592178771,0.0335195530726257,0.33519553072625696,0.22346368715083798,0.0223463687150838,0.21787709497206703
rostralmiddlefrontal-rh,0.07929515418502203,0.07048458149779736,0.14096916299559473,0.05286343612334802,0.18502202643171806,0.24669603524229075,0.07048458149779736,0.15418502202643172
superiorfrontal-lh,0.23963133640552994,0.1382488479262673,0.10138248847926268,0.04608294930875576,0.013824884792626729,0.06912442396313365,0.3456221198156682,0.04608294930875576
superiorfrontal-rh,0.07731958762886598,0.05670103092783505,0.12886597938144329,0.030927835051546393,0.20103092783505155,0.18041237113402062,0.05670103092783505,0.26804123711340205
