,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.44077134986225897,0.0418732782369146,0.009917355371900827,0.25068870523415976,0.11900826446280992,0.12837465564738293,0.0,0.009366391184573003
frontalpole-rh,0.04310344827586207,0.4326508620689655,0.040948275862068964,0.06788793103448276,0.07058189655172414,0.036637931034482756,0.0894396551724138,0.21875
insula-lh,0.020161290322580645,0.07862903225806452,0.8800403225806451,0.0,0.0,0.0,0.0,0.021169354838709676
insula-rh,0.18280871670702178,0.05084745762711865,0.0,0.47619047619047616,0.17271993543179984,0.11743341404358354,0.0,0.0
lateralorbitofrontal-lh,0.11261730969760167,0.06725755995828989,0.0,0.22002085505735142,0.37069864442127215,0.15380604796663191,0.05787278415015641,0.017726798748696558
medialorbitofrontal-lh,0.12078797304302748,0.03421461897356143,0.0,0.14981855883877657,0.15292897874546396,0.3587350959046138,0.14152410575427682,0.041990668740279936
rostralanteriorcingulate-lh,0.0,0.11225188227241616,0.0,0.0,0.07734428473648186,0.18822724161533197,0.4887063655030801,0.13347022587268995
rostralanteriorcingulate-rh,0.013899049012435992,0.29846378931967815,0.015362106803218726,0.0,0.02487198244330651,0.06071689831748354,0.1441111923920995,0.4425749817117776
