,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.4090657822001106,0.03095632946379215,0.0,0.04090657822001106,0.1691542288557214,0.17412935323383086,0.13930348258706468,0.03648424543946932
frontalpole-rh,0.01653398652786283,0.3110838946723821,0.0,0.21524800979791794,0.019902020820575628,0.12124923453766075,0.1494182486221678,0.16656460502143294
insula-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0248790601243953,0.24153420870767103,0.0,0.31064270905321356,0.033863165169315826,0.085348997926745,0.10711817553559087,0.19661368348306843
paracentral-lh,0.1668460710441335,0.03498385360602799,0.0,0.0527448869752422,0.40365984930032295,0.16146393972012918,0.12701829924650163,0.053283100107642624
rostralanteriorcingulate-lh,0.10431654676258993,0.12982341399607586,0.0,0.08142576847612819,0.0974493132766514,0.3384565075212557,0.22171353826030085,0.026814911706998037
rostralanteriorcingulate-rh,0.08341479309221245,0.15900944933202998,0.0,0.1003584229390681,0.07689801238188335,0.22352557836428805,0.2965135223199739,0.06028022157054415
temporalpole-rh,0.02910413824465666,0.24738517507958163,0.0,0.2578444747612551,0.045020463847203276,0.03819918144611187,0.08594815825375171,0.29649840836743974
