,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.2702702702702703,0.0,0.0,0.21621621621621623,0.0,0.1891891891891892,0.0,0.32432432432432434
parsopercularis-lh,0.0,0.2413793103448276,0.27586206896551724,0.10344827586206896,0.1724137931034483,0.0,0.20689655172413793,0.0
parstriangularis-rh,0.0,0.175,0.25,0.15,0.2,0.0,0.225,0.0
postcentral-rh,0.15384615384615385,0.015384615384615385,0.06153846153846154,0.26153846153846155,0.07692307692307693,0.12307692307692308,0.09230769230769231,0.2153846153846154
precentral-rh,0.0,0.09375,0.1875,0.21875,0.21875,0.0,0.25,0.03125
rostralmiddlefrontal-rh,0.2702702702702703,0.0,0.0,0.1891891891891892,0.0,0.24324324324324326,0.0,0.2972972972972973
superiortemporal-rh,0.0,0.10256410256410256,0.1794871794871795,0.20512820512820512,0.20512820512820512,0.02564102564102564,0.23076923076923078,0.05128205128205128
supramarginal-lh,0.21153846153846154,0.0,0.0,0.19230769230769232,0.0,0.17307692307692307,0.0,0.4230769230769231
