,parsopercularis-lh,parstriangularis-rh,postcentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
parsopercularis-lh,0.5342465753424658,0.2465753424657534,0.0,0.0,0.0,0.0,0.1780821917808219,0.0410958904109589
parstriangularis-rh,0.22077922077922077,0.37662337662337664,0.0,0.06493506493506493,0.012987012987012988,0.0,0.23376623376623376,0.09090909090909091
postcentral-lh,0.0,0.0,0.17857142857142858,0.19047619047619047,0.11904761904761904,0.17857142857142858,0.17857142857142858,0.15476190476190477
precentral-rh,0.0,0.04424778761061947,0.13274336283185842,0.21238938053097345,0.13274336283185842,0.17699115044247787,0.17699115044247787,0.12389380530973451
rostralmiddlefrontal-lh,0.0,0.030927835051546393,0.08247422680412371,0.14432989690721648,0.35051546391752575,0.16494845360824742,0.09278350515463918,0.13402061855670103
rostralmiddlefrontal-rh,0.0,0.0,0.13592233009708737,0.1941747572815534,0.18446601941747573,0.22330097087378642,0.14563106796116504,0.11650485436893204
superiortemporal-lh,0.104,0.168,0.088,0.12,0.064,0.088,0.256,0.112
superiortemporal-rh,0.03968253968253968,0.0873015873015873,0.12698412698412698,0.15079365079365079,0.10317460317460317,0.12698412698412698,0.16666666666666666,0.1984126984126984
