,F3,TP9,CP5,TP10,AF7,AF3,CPz,AF8
F3,0.5657894736842105,0.4342105263157895,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.49206349206349204,0.5079365079365079,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.3625,0.2,0.3625,0.075,0.0,0.0
TP10,0.0,0.0,0.25862068965517243,0.3103448275862069,0.3275862068965517,0.10344827586206896,0.0,0.0
AF7,0.0,0.0,0.28888888888888886,0.2111111111111111,0.43333333333333335,0.06666666666666667,0.0,0.0
AF3,0.0,0.0,0.25925925925925924,0.25925925925925924,0.25925925925925924,0.2222222222222222,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
