,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,pericalcarine-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.42028985507246375,0.30434782608695654,0.0,0.17391304347826086,0.0,0.0,0.0,0.10144927536231885
medialorbitofrontal-rh,0.21839080459770116,0.3333333333333333,0.0,0.25287356321839083,0.0,0.0,0.0,0.19540229885057472
parahippocampal-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
pericalcarine-rh,0.11764705882352941,0.23529411764705882,0.0,0.3411764705882353,0.0,0.0,0.0,0.3058823529411765
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.6538461538461539,0.0,0.34615384615384615,0.0
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.25316455696202533,0.0,0.6962025316455697,0.05063291139240506
rostralanteriorcingulate-rh,0.04672897196261682,0.14018691588785046,0.0,0.22429906542056074,0.0,0.0,0.056074766355140186,0.5327102803738317
