,bankssts-rh,entorhinal-rh,frontalpole-rh,insula-lh,parsopercularis-lh,parsopercularis-rh,parstriangularis-rh,temporalpole-rh
bankssts-rh,0.532258064516129,0.016129032258064516,0.2903225806451613,0.16129032258064516,0.0,0.0,0.0,0.0
entorhinal-rh,0.05454545454545454,0.6181818181818182,0.0,0.0,0.0,0.03636363636363636,0.10909090909090909,0.18181818181818182
frontalpole-rh,0.20270270270270271,0.0,0.527027027027027,0.13513513513513514,0.0945945945945946,0.0,0.04054054054054054,0.0
insula-lh,0.14035087719298245,0.0,0.17543859649122806,0.5087719298245614,0.0,0.17543859649122806,0.0,0.0
parsopercularis-lh,0.0,0.0,0.22916666666666666,0.0,0.7708333333333334,0.0,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.26666666666666666,0.0,0.7333333333333333,0.0,0.0
parstriangularis-rh,0.0,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0,0.9117647058823529,0.0
temporalpole-rh,0.02040816326530612,0.24489795918367346,0.0,0.0,0.0,0.0,0.0,0.7346938775510204
