,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.578125,0.0,0.140625,0.0,0.0,0.15625,0.0,0.125
frontalpole-rh,0.0,0.5,0.125,0.0,0.0,0.025,0.0,0.35
medialorbitofrontal-rh,0.08196721311475409,0.11475409836065574,0.3442622950819672,0.0,0.0,0.21311475409836064,0.08196721311475409,0.16393442622950818
parahippocampal-rh,0.0,0.0,0.0,0.6181818181818182,0.0,0.0,0.21818181818181817,0.16363636363636364
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-rh,0.05970149253731343,0.04477611940298507,0.23880597014925373,0.0,0.0,0.5223880597014925,0.029850746268656716,0.1044776119402985
rostralanteriorcingulate-lh,0.0,0.0,0.029411764705882353,0.20588235294117646,0.0,0.0,0.47058823529411764,0.29411764705882354
rostralanteriorcingulate-rh,0.04040404040404041,0.13131313131313133,0.06060606060606061,0.1111111111111111,0.0,0.0707070707070707,0.1919191919191919,0.3939393939393939
