,entorhinal-rh,frontalpole-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.5168539325842697,0.0449438202247191,0.056179775280898875,0.0,0.07865168539325842,0.0,0.19101123595505617,0.11235955056179775
frontalpole-rh,0.058823529411764705,0.45098039215686275,0.19607843137254902,0.0196078431372549,0.27450980392156865,0.0,0.0,0.0
pericalcarine-lh,0.056338028169014086,0.19718309859154928,0.5070422535211268,0.0,0.23943661971830985,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.8837209302325582,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.11475409836065574,0.29508196721311475,0.2459016393442623,0.0,0.3442622950819672,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.3055555555555556,0.0,0.013888888888888888,0.0,0.0,0.013888888888888888,0.4861111111111111,0.18055555555555555
transversetemporal-rh,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.1956521739130435,0.5869565217391305
