,entorhinal-rh,frontalpole-lh,lateraloccipital-rh,medialorbitofrontal-lh,parsorbitalis-lh,parstriangularis-lh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.4888888888888889,0.0,0.0,0.0,0.5111111111111111,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.3829787234042553,0.0,0.0,0.02127659574468085,0.5957446808510638,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
