,caudalmiddlefrontal-lh,parsopercularis-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.1700404858299595,0.17408906882591094,0.11336032388663968,0.17813765182186234,0.11336032388663968,0.11336032388663968,0.11336032388663968,0.024291497975708502
parsopercularis-lh,0.15953307392996108,0.17120622568093385,0.11673151750972763,0.17898832684824903,0.11673151750972763,0.11673151750972763,0.11673151750972763,0.023346303501945526
precentral-rh,0.11522633744855967,0.12345679012345678,0.15637860082304528,0.13580246913580246,0.15637860082304528,0.1522633744855967,0.16049382716049382,0.0
rostralmiddlefrontal-lh,0.15441176470588236,0.16544117647058823,0.1213235294117647,0.17279411764705882,0.1213235294117647,0.1213235294117647,0.1213235294117647,0.022058823529411766
rostralmiddlefrontal-rh,0.11637931034482758,0.125,0.15517241379310345,0.13793103448275862,0.15517241379310345,0.15086206896551724,0.15948275862068967,0.0
superiortemporal-lh,0.11764705882352941,0.12605042016806722,0.15546218487394958,0.13865546218487396,0.15546218487394958,0.15126050420168066,0.15546218487394958,0.0
superiortemporal-rh,0.11637931034482758,0.125,0.15517241379310345,0.13793103448275862,0.15517241379310345,0.15086206896551724,0.15948275862068967,0.0
supramarginal-lh,0.16279069767441862,0.16279069767441862,0.0,0.16279069767441862,0.0,0.0,0.0,0.5116279069767442
