,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
bankssts-rh,0.8548387096774194,0.0,0.02903225806451613,0.0,0.054838709677419356,0.02903225806451613,0.01935483870967742,0.012903225806451613
frontalpole-lh,0.0,0.5467289719626168,0.030373831775700934,0.1366822429906542,0.04322429906542056,0.04789719626168224,0.06074766355140187,0.13434579439252337
frontalpole-rh,0.030441400304414,0.0410958904109589,0.7031963470319634,0.0350076103500761,0.0410958904109589,0.0532724505327245,0.0289193302891933,0.0669710806697108
medialorbitofrontal-lh,0.0,0.11387559808612441,0.01818181818181818,0.4574162679425837,0.1923444976076555,0.0,0.014354066985645933,0.20382775119617225
medialorbitofrontal-rh,0.030991735537190084,0.040289256198347105,0.025826446280991736,0.1993801652892562,0.625,0.0,0.006198347107438017,0.07231404958677685
parahippocampal-lh,0.03621730382293763,0.06639839034205232,0.07847082494969819,0.0,0.0,0.7625754527162978,0.056338028169014086,0.0
parahippocampal-rh,0.02282453637660485,0.07417974322396577,0.02710413694721826,0.02710413694721826,0.0028530670470756064,0.05420827389443652,0.7303851640513552,0.06134094151212553
rostralanteriorcingulate-lh,0.006423982869379015,0.11884368308351177,0.047109207708779445,0.22162740899357602,0.06852248394004283,0.0,0.03961456102783726,0.49785867237687365
