,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.22784810126582278,0.22784810126582278,0.13924050632911392,0.0,0.0,0.22784810126582278,0.0,0.17721518987341772
frontalpole-rh,0.22666666666666666,0.22666666666666666,0.13333333333333333,0.0,0.0,0.24,0.0,0.17333333333333334
insula-rh,0.18571428571428572,0.17142857142857143,0.24285714285714285,0.0,0.0,0.15714285714285714,0.0,0.24285714285714285
parahippocampal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.22857142857142856,0.22857142857142856,0.12857142857142856,0.0,0.0,0.24285714285714285,0.0,0.17142857142857143
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.20512820512820512,0.19230769230769232,0.19230769230769232,0.0,0.0,0.1794871794871795,0.0,0.23076923076923078
