,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.1452991452991453,0.1111111111111111,0.11965811965811966,0.1282051282051282,0.1111111111111111,0.13675213675213677,0.1282051282051282,0.11965811965811966
frontalpole-lh,0.11029411764705882,0.125,0.1323529411764706,0.125,0.125,0.11764705882352941,0.1323529411764706,0.1323529411764706
lateralorbitofrontal-lh,0.11851851851851852,0.11851851851851852,0.1259259259259259,0.13333333333333333,0.11851851851851852,0.1259259259259259,0.13333333333333333,0.1259259259259259
medialorbitofrontal-lh,0.1297709923664122,0.11450381679389313,0.12213740458015267,0.1297709923664122,0.11450381679389313,0.13740458015267176,0.1297709923664122,0.12213740458015267
parsorbitalis-lh,0.10869565217391304,0.13043478260869565,0.13043478260869565,0.12318840579710146,0.13043478260869565,0.11594202898550725,0.13043478260869565,0.13043478260869565
rostralanteriorcingulate-lh,0.144,0.112,0.12,0.128,0.112,0.136,0.128,0.12
rostralanteriorcingulate-rh,0.12408759124087591,0.11678832116788321,0.12408759124087591,0.13138686131386862,0.11678832116788321,0.13138686131386862,0.13138686131386862,0.12408759124087591
rostralmiddlefrontal-lh,0.11851851851851852,0.11851851851851852,0.1259259259259259,0.13333333333333333,0.11851851851851852,0.1259259259259259,0.13333333333333333,0.1259259259259259
