,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.17777777777777778,0.08888888888888889,0.1111111111111111,0.13333333333333333,0.08888888888888889,0.15555555555555556,0.13333333333333333,0.1111111111111111
frontalpole-lh,0.13157894736842105,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.13157894736842105
lateralorbitofrontal-lh,0.14285714285714285,0.09523809523809523,0.11904761904761904,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.11904761904761904
medialorbitofrontal-lh,0.1590909090909091,0.09090909090909091,0.11363636363636363,0.13636363636363635,0.09090909090909091,0.1590909090909091,0.13636363636363635,0.11363636363636363
parsorbitalis-lh,0.13157894736842105,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.10526315789473684,0.13157894736842105,0.13157894736842105,0.13157894736842105
rostralanteriorcingulate-lh,0.17777777777777778,0.08888888888888889,0.1111111111111111,0.13333333333333333,0.08888888888888889,0.15555555555555556,0.13333333333333333,0.1111111111111111
rostralanteriorcingulate-rh,0.1590909090909091,0.09090909090909091,0.11363636363636363,0.13636363636363635,0.09090909090909091,0.1590909090909091,0.13636363636363635,0.11363636363636363
rostralmiddlefrontal-lh,0.14285714285714285,0.09523809523809523,0.11904761904761904,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.11904761904761904
