,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.6600985221674877,0.17733990147783252,0.014778325123152709,0.034482758620689655,0.034482758620689655,0.029556650246305417,0.04926108374384237,0.0
caudalanteriorcingulate-rh,0.12133891213389121,0.42677824267782427,0.0,0.2510460251046025,0.08368200836820083,0.0,0.0,0.11715481171548117
frontalpole-lh,0.18518518518518517,0.0,0.3333333333333333,0.0,0.37037037037037035,0.0,0.0,0.1111111111111111
frontalpole-rh,0.019230769230769232,0.358974358974359,0.0,0.3782051282051282,0.09615384615384616,0.0,0.0,0.14743589743589744
medialorbitofrontal-rh,0.06164383561643835,0.1095890410958904,0.0684931506849315,0.07534246575342465,0.5273972602739726,0.0,0.0,0.15753424657534246
parahippocampal-lh,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
parsorbitalis-rh,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.0
rostralanteriorcingulate-rh,0.0,0.22641509433962265,0.04716981132075472,0.1792452830188679,0.25471698113207547,0.0,0.0,0.29245283018867924
