,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.6610800744878957,0.0148975791433892,0.2122905027932961,0.00931098696461825,0.0,0.0,0.027932960893854747,0.074487895716946
frontalpole-rh,0.015521064301552107,0.6119733924611973,0.0598669623059867,0.21286031042128603,0.004434589800443459,0.0,0.0,0.09534368070953436
medialorbitofrontal-lh,0.17350157728706625,0.056782334384858045,0.5504731861198738,0.08517350157728706,0.04416403785488959,0.0,0.026813880126182965,0.06309148264984227
medialorbitofrontal-rh,0.010224948875255624,0.2085889570552147,0.10020449897750511,0.5848670756646217,0.002044989775051125,0.0,0.006134969325153374,0.08793456032719836
parahippocampal-lh,0.0,0.008620689655172414,0.06465517241379311,0.0,0.7133620689655172,0.09267241379310345,0.10991379310344827,0.010775862068965518
parahippocampal-rh,0.0,0.0,0.0,0.0,0.08666666666666667,0.7933333333333333,0.12,0.0
pericalcarine-rh,0.030612244897959183,0.0,0.03469387755102041,0.01020408163265306,0.11632653061224489,0.11836734693877551,0.689795918367347,0.0
rostralanteriorcingulate-rh,0.07303370786516854,0.08614232209737828,0.0749063670411985,0.10299625468164794,0.0018726591760299626,0.0,0.0,0.6610486891385767
