,Fp1,P7,T8,F8,Fp2,AF7,AF3,F5
Fp1,0.5064935064935064,0.0,0.0,0.0,0.4935064935064935,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.5066666666666667,0.0,0.0,0.0,0.49333333333333335,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.4888888888888889,0.0,0.0,0.0,0.5111111111111111,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
