,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parstriangularis-rh,0.35714285714285715,0.0,0.0,0.08571428571428572,0.0,0.0,0.2857142857142857,0.2714285714285714
precentral-lh,0.0,0.39344262295081966,0.14754098360655737,0.0,0.21311475409836064,0.2459016393442623,0.0,0.0
precentral-rh,0.0,0.22807017543859648,0.2982456140350877,0.0,0.3157894736842105,0.15789473684210525,0.0,0.0
rostralmiddlefrontal-lh,0.2,0.0,0.0,0.34,0.08,0.0,0.18,0.2
rostralmiddlefrontal-rh,0.0,0.21666666666666667,0.2,0.06666666666666667,0.3333333333333333,0.18333333333333332,0.0,0.0
superiortemporal-lh,0.0,0.23809523809523808,0.11904761904761904,0.023809523809523808,0.19047619047619047,0.42857142857142855,0.0,0.0
superiortemporal-rh,0.28,0.0,0.0,0.06666666666666667,0.0,0.0,0.37333333333333335,0.28
supramarginal-rh,0.27058823529411763,0.0,0.0,0.10588235294117647,0.0,0.0,0.29411764705882354,0.32941176470588235
