,cuneus-lh,cuneus-rh,frontalpole-lh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
cuneus-lh,0.3102918586789555,0.13517665130568357,0.006144393241167435,0.14592933947772657,0.06605222734254992,0.1827956989247312,0.15360983102918588,0.0
cuneus-rh,0.1416382252559727,0.3771331058020478,0.010238907849829351,0.11092150170648464,0.08703071672354949,0.08873720136518772,0.18430034129692832,0.0
frontalpole-lh,0.0,0.028169014084507043,0.8204225352112676,0.09859154929577464,0.03873239436619718,0.01056338028169014,0.0035211267605633804,0.0
lateraloccipital-lh,0.14285714285714285,0.15444015444015444,0.052123552123552123,0.305019305019305,0.10231660231660232,0.15057915057915058,0.09266409266409266,0.0
lateraloccipital-rh,0.06341463414634146,0.11869918699186992,0.026016260162601626,0.07804878048780488,0.3642276422764228,0.16260162601626016,0.18699186991869918,0.0
pericalcarine-lh,0.14184397163120568,0.09929078014184398,0.01276595744680851,0.1148936170212766,0.15177304964539007,0.324822695035461,0.15460992907801419,0.0
pericalcarine-rh,0.11772853185595568,0.15096952908587258,0.009695290858725761,0.05817174515235457,0.1731301939058172,0.16759002770083103,0.32271468144044324,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
