,cuneus-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
cuneus-lh,0.8451882845188284,0.0,0.0,0.0,0.15481171548117154,0.0,0.0,0.0
frontalpole-lh,0.0,0.4075342465753425,0.0684931506849315,0.0,0.04794520547945205,0.11301369863013698,0.363013698630137,0.0
frontalpole-rh,0.0,0.09090909090909091,0.8579545454545454,0.0,0.0,0.0,0.05113636363636364,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.21717171717171718,0.08080808080808081,0.0,0.0,0.6464646464646465,0.0,0.05555555555555555,0.0
rostralanteriorcingulate-lh,0.0,0.16826923076923078,0.0,0.0,0.0,0.5432692307692307,0.18269230769230768,0.10576923076923077
rostralanteriorcingulate-rh,0.0,0.32238805970149254,0.03283582089552239,0.0,0.026865671641791045,0.10746268656716418,0.5104477611940299,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.1348314606741573,0.0,0.8651685393258427
