,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,paracentral-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.44008264462809915,0.0,0.026859504132231406,0.13016528925619836,0.0,0.22727272727272727,0.1756198347107438,0.0
frontalpole-lh,0.0,0.8904109589041096,0.0,0.0,0.0,0.0,0.0,0.1095890410958904
frontalpole-rh,0.04194260485651214,0.0,0.4878587196467991,0.3068432671081678,0.0,0.0,0.16335540838852097,0.0
medialorbitofrontal-rh,0.1212624584717608,0.0,0.21428571428571427,0.4019933554817276,0.0,0.07142857142857142,0.19102990033222592,0.0
paracentral-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.25365853658536586,0.0,0.0,0.09024390243902439,0.0,0.5121951219512195,0.14390243902439023,0.0
rostralanteriorcingulate-rh,0.17267552182163187,0.0,0.12333965844402277,0.2144212523719165,0.0,0.127134724857685,0.36242884250474383,0.0
temporalpole-lh,0.0,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.8478260869565217
