,Fp1,F7,FT9,P4,FC6,Fp2,F5,F6
Fp1,0.5555555555555556,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0
F7,0.0,0.6842105263157895,0.3157894736842105,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.5384615384615384,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.15584415584415584,0.0,0.0,0.0,0.0,0.8441558441558441,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
