,Fp1,FC1,FT10,F8,Fp2,AF7,FT7,F6
Fp1,0.5456066945606695,0.0,0.0,0.038493723849372385,0.41589958158995816,0.0,0.0,0.0
FC1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.1188118811881188,0.0,0.0,0.7326732673267327,0.1485148514851485,0.0,0.0,0.0
Fp2,0.4358523725834798,0.0,0.0008787346221441124,0.050966608084358524,0.5123022847100176,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.7304452466907341,0.0,0.2695547533092659
FT7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.38030560271646857,0.0,0.6196943972835314
