,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,lateralorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.19548872180451127,0.19548872180451127,0.0,0.0,0.0,0.20300751879699247,0.20300751879699247,0.20300751879699247
caudalanteriorcingulate-rh,0.19548872180451127,0.19548872180451127,0.0,0.0,0.0,0.20300751879699247,0.20300751879699247,0.20300751879699247
lateralorbitofrontal-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.8823529411764706,0.11764705882352941,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
posteriorcingulate-lh,0.19230769230769232,0.19230769230769232,0.0,0.0,0.0,0.2076923076923077,0.2,0.2076923076923077
rostralanteriorcingulate-lh,0.1925925925925926,0.1925925925925926,0.0,0.0,0.0,0.2074074074074074,0.2,0.2074074074074074
rostralanteriorcingulate-rh,0.19230769230769232,0.19230769230769232,0.0,0.0,0.0,0.2076923076923077,0.2,0.2076923076923077
