,insula-lh,insula-rh,isthmuscingulate-rh,paracentral-lh,paracentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-rh
insula-lh,0.12833168805528133,0.11994076999012833,0.12586377097729518,0.12586377097729518,0.12487660414610069,0.12487660414610069,0.12388943731490622,0.1263573543928924
insula-rh,0.12278031456113647,0.12531709791983764,0.12582445459157787,0.1263318112633181,0.12582445459157787,0.1263318112633181,0.12683916793505834,0.12075088787417554
isthmuscingulate-rh,0.12438057482656095,0.122398414271556,0.12685827552031714,0.12685827552031714,0.12586719524281467,0.1263627353815659,0.12487611496531219,0.122398414271556
paracentral-lh,0.12382831771090282,0.12234829797730637,0.12530833744449926,0.1267883571780957,0.12580167735569808,0.12826837691169216,0.12580167735569808,0.12185495806610755
paracentral-rh,0.12357884330202669,0.12259021255561048,0.12555610479485912,0.12703905091448345,0.12605042016806722,0.12753336628769155,0.12605042016806722,0.12160158180919427
posteriorcingulate-lh,0.12349397590361445,0.12248995983935743,0.12550200803212852,0.12650602409638553,0.12550200803212852,0.1285140562248996,0.12650602409638553,0.1214859437751004
posteriorcingulate-rh,0.12338308457711443,0.12238805970149254,0.1253731343283582,0.12686567164179105,0.12587064676616916,0.12786069651741294,0.12686567164179105,0.12139303482587065
rostralanteriorcingulate-rh,0.12946428571428573,0.1195436507936508,0.125,0.12549603174603174,0.12450396825396826,0.12351190476190477,0.12351190476190477,0.12896825396825398
