,frontalpole-rh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh
frontalpole-rh,0.7294964028776978,0.07050359712230216,0.041726618705035974,0.030215827338129497,0.07194244604316546,0.05611510791366906,0.0,0.0
insula-rh,0.08361774744027303,0.7372013651877133,0.025597269624573378,0.0,0.0,0.15358361774744028,0.0,0.0
isthmuscingulate-rh,0.04514363885088919,0.023255813953488372,0.7359781121751026,0.0,0.0,0.036935704514363885,0.15868673050615595,0.0
medialorbitofrontal-lh,0.052054794520547946,0.0,0.0,0.8328767123287671,0.0,0.0,0.0,0.11506849315068493
parahippocampal-lh,0.07196401799100449,0.0,0.0014992503748125937,0.0,0.9265367316341829,0.0,0.0,0.0
parahippocampal-rh,0.056179775280898875,0.14125200642054575,0.033707865168539325,0.0,0.0,0.7688603531300161,0.0,0.0
pericalcarine-rh,0.0,0.0,0.16796267496111975,0.0,0.0,0.0,0.8320373250388803,0.0
temporalpole-rh,0.0,0.0,0.0,0.08917197452229299,0.0,0.0,0.0,0.910828025477707
