,bankssts-rh,frontalpole-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.8241912798874824,0.03938115330520394,0.01828410689170183,0.0,0.012658227848101266,0.03938115330520394,0.06610407876230662,0.0
frontalpole-rh,0.03820816864295125,0.7483530961791831,0.08168642951251646,0.0461133069828722,0.0,0.023715415019762844,0.0,0.061923583662714096
inferiortemporal-rh,0.008937960042060988,0.031545741324921134,0.41324921135646686,0.017350157728706624,0.0452155625657203,0.250788643533123,0.0,0.23291272344900105
insula-rh,0.0,0.02815829528158295,0.0289193302891933,0.5677321156773212,0.1202435312024353,0.0197869101978691,0.17123287671232876,0.0639269406392694
lateralorbitofrontal-rh,0.010054844606946984,0.0,0.0712979890310786,0.1343692870201097,0.5356489945155393,0.04753199268738574,0.13893967093235832,0.062157221206581355
parahippocampal-rh,0.019230769230769232,0.01048951048951049,0.2837995337995338,0.015151515151515152,0.03496503496503497,0.3939393939393939,0.0,0.24242424242424243
temporalpole-rh,0.05174234424498416,0.0,0.0,0.24498416050686378,0.16261879619852165,0.0,0.5406546990496304,0.0
transversetemporal-rh,0.0,0.02727272727272727,0.26477272727272727,0.042045454545454546,0.04318181818181818,0.2409090909090909,0.0011363636363636363,0.3806818181818182
