,bankssts-lh,cuneus-lh,isthmuscingulate-rh,lateraloccipital-lh,parahippocampal-rh,parsorbitalis-rh,pericalcarine-rh,rostralanteriorcingulate-lh
bankssts-lh,0.6117424242424242,0.0,0.09375,0.07954545454545454,0.07575757575757576,0.09375,0.045454545454545456,0.0
cuneus-lh,0.0,0.7652027027027027,0.0,0.0,0.09966216216216216,0.0,0.06925675675675676,0.06587837837837837
isthmuscingulate-rh,0.11560044893378227,0.0,0.5387205387205387,0.0,0.18967452300785634,0.0,0.15600448933782268,0.0
lateraloccipital-lh,0.08724100327153762,0.0,0.0,0.5561613958560524,0.0,0.3271537622682661,0.0,0.029443838604143947
parahippocampal-rh,0.08463251670378619,0.07238307349665925,0.17260579064587972,0.0,0.6403118040089086,0.0,0.030066815144766147,0.0
parsorbitalis-rh,0.11234705228031146,0.0,0.0,0.3492769744160178,0.0,0.5383759733036707,0.0,0.0
pericalcarine-rh,0.07032348804500703,0.06891701828410689,0.2109704641350211,0.0,0.0379746835443038,0.0,0.6118143459915611,0.0
rostralanteriorcingulate-lh,0.0,0.07014388489208633,0.0,0.04136690647482014,0.0,0.0,0.0,0.8884892086330936
