,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
parsopercularis-lh,0.12041884816753927,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.1256544502617801,0.1256544502617801
parstriangularis-rh,0.11267605633802817,0.1267605633802817,0.11737089201877934,0.13145539906103287,0.13145539906103287,0.13145539906103287,0.13145539906103287,0.11737089201877934
rostralmiddlefrontal-lh,0.116751269035533,0.12690355329949238,0.1218274111675127,0.12690355329949238,0.12690355329949238,0.12690355329949238,0.12690355329949238,0.12690355329949238
rostralmiddlefrontal-rh,0.10762331838565023,0.12556053811659193,0.11210762331838565,0.14349775784753363,0.13004484304932734,0.13901345291479822,0.13004484304932734,0.11210762331838565
superiorparietal-lh,0.11162790697674418,0.12558139534883722,0.11627906976744186,0.13488372093023257,0.13023255813953488,0.13488372093023257,0.13023255813953488,0.11627906976744186
superiortemporal-rh,0.1085972850678733,0.12669683257918551,0.11312217194570136,0.14027149321266968,0.13122171945701358,0.13574660633484162,0.13122171945701358,0.11312217194570136
supramarginal-lh,0.11162790697674418,0.12558139534883722,0.11627906976744186,0.13488372093023257,0.13023255813953488,0.13488372093023257,0.13023255813953488,0.11627906976744186
supramarginal-rh,0.1134020618556701,0.12886597938144329,0.11855670103092783,0.12886597938144329,0.12886597938144329,0.12886597938144329,0.12886597938144329,0.12371134020618557
