,entorhinal-lh,frontalpole-lh,frontalpole-rh,middletemporal-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5799256505576208,0.040892193308550186,0.0,0.12267657992565056,0.0,0.0,0.20074349442379183,0.055762081784386616
frontalpole-lh,0.05442176870748299,0.8027210884353742,0.011337868480725623,0.02947845804988662,0.0,0.07029478458049887,0.011337868480725623,0.02040816326530612
frontalpole-rh,0.0,0.016181229773462782,0.9093851132686084,0.0,0.061488673139158574,0.0,0.0,0.012944983818770227
middletemporal-lh,0.12053571428571429,0.029017857142857144,0.0,0.5736607142857143,0.06919642857142858,0.020089285714285716,0.11383928571428571,0.07366071428571429
parahippocampal-lh,0.0,0.0,0.09,0.11,0.76,0.0,0.04,0.0
parahippocampal-rh,0.0,0.06638115631691649,0.0,0.014989293361884369,0.0,0.9186295503211992,0.0,0.0
temporalpole-lh,0.18618042226487524,0.009596928982725527,0.0,0.1017274472168906,0.023032629558541268,0.0,0.6410748560460653,0.03838771593090211
temporalpole-rh,0.09264305177111716,0.02452316076294278,0.005449591280653951,0.08446866485013624,0.0,0.0,0.07084468664850137,0.7220708446866485
