,F7,F8,AF7,P1,P5,PO3,AF8,F2
F7,0.27941176470588236,0.0,0.0,0.0,0.29411764705882354,0.29411764705882354,0.0,0.1323529411764706
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.2,0.0,0.0,0.0,0.32,0.32,0.0,0.16
PO3,0.2,0.0,0.0,0.0,0.32,0.32,0.0,0.16
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.1896551724137931,0.0,0.0,0.0,0.27586206896551724,0.27586206896551724,0.0,0.25862068965517243
