,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.2962962962962963,0.1111111111111111,0.25925925925925924,0.0,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.0
inferiorparietal-rh,0.13636363636363635,0.4090909090909091,0.0,0.0,0.22727272727272727,0.13636363636363635,0.09090909090909091,0.0
parsopercularis-lh,0.11627906976744186,0.0,0.37209302325581395,0.20930232558139536,0.046511627906976744,0.11627906976744186,0.13953488372093023,0.0
postcentral-rh,0.05172413793103448,0.034482758620689655,0.13793103448275862,0.3103448275862069,0.13793103448275862,0.15517241379310345,0.1724137931034483,0.0
rostralmiddlefrontal-rh,0.18181818181818182,0.1590909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.11363636363636363,0.09090909090909091,0.0
superiorparietal-lh,0.06818181818181818,0.11363636363636363,0.06818181818181818,0.1590909090909091,0.1590909090909091,0.22727272727272727,0.20454545454545456,0.0
superiorparietal-rh,0.06521739130434782,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.2391304347826087,0.21739130434782608,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
