,caudalmiddlefrontal-rh,inferiorparietal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.5581395348837209,0.0,0.06976744186046512,0.13953488372093023,0.06976744186046512,0.13953488372093023,0.023255813953488372,0.0
inferiorparietal-rh,0.00510204081632653,0.15816326530612246,0.08163265306122448,0.11734693877551021,0.15306122448979592,0.15306122448979592,0.1683673469387755,0.16326530612244897
superiorfrontal-lh,0.024193548387096774,0.12096774193548387,0.1532258064516129,0.1532258064516129,0.1532258064516129,0.14516129032258066,0.12903225806451613,0.12096774193548387
superiorfrontal-rh,0.023668639053254437,0.1301775147928994,0.10059171597633136,0.15976331360946747,0.15384615384615385,0.16568047337278108,0.13609467455621302,0.1301775147928994
superiorparietal-lh,0.009708737864077669,0.15048543689320387,0.09223300970873786,0.12135922330097088,0.16990291262135923,0.15048543689320387,0.16019417475728157,0.14563106796116504
superiorparietal-rh,0.01990049751243781,0.14427860696517414,0.0845771144278607,0.13930348258706468,0.14925373134328357,0.1691542288557214,0.14925373134328357,0.14427860696517414
superiortemporal-lh,0.014150943396226415,0.1509433962264151,0.08018867924528301,0.1179245283018868,0.15566037735849056,0.1509433962264151,0.16981132075471697,0.16037735849056603
superiortemporal-rh,0.005076142131979695,0.15228426395939088,0.08121827411167512,0.116751269035533,0.14720812182741116,0.15228426395939088,0.16751269035532995,0.17766497461928935
