,caudalmiddlefrontal-rh,inferiorparietal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0
inferiorparietal-rh,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
superiorfrontal-lh,0.125,0.0,0.25,0.1875,0.25,0.125,0.0625,0.0
superiorfrontal-rh,0.125,0.0,0.25,0.1875,0.25,0.125,0.0625,0.0
superiorparietal-lh,0.125,0.0,0.25,0.1875,0.25,0.125,0.0625,0.0
superiorparietal-rh,0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0
superiortemporal-lh,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0
superiortemporal-rh,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
