,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.2625,0.05,0.03125,0.0,0.225,0.20625,0.18125,0.04375
caudalmiddlefrontal-rh,0.14705882352941177,0.4264705882352941,0.0,0.08823529411764706,0.14705882352941177,0.07352941176470588,0.11764705882352941,0.0
superiorfrontal-lh,0.04225352112676056,0.014084507042253521,0.4788732394366197,0.16901408450704225,0.16901408450704225,0.08450704225352113,0.0,0.04225352112676056
superiorfrontal-rh,0.0,0.19148936170212766,0.2553191489361702,0.5531914893617021,0.0,0.0,0.0,0.0
superiorparietal-lh,0.185,0.04,0.07,0.0,0.305,0.205,0.14,0.055
superiorparietal-rh,0.15,0.013636363636363636,0.03636363636363636,0.0,0.17272727272727273,0.2863636363636364,0.18181818181818182,0.1590909090909091
superiortemporal-lh,0.13063063063063063,0.02702702702702703,0.0,0.0,0.11711711711711711,0.1891891891891892,0.32882882882882886,0.2072072072072072
superiortemporal-rh,0.046242774566473986,0.005780346820809248,0.028901734104046242,0.0,0.06358381502890173,0.2023121387283237,0.2658959537572254,0.3872832369942196
