,Fp1,Fz,FT9,Fp2,AF7,FT8,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.7779816513761468,0.22201834862385322,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.5020746887966805,0.4979253112033195,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
