,frontalpole-rh,inferiortemporal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,parsorbitalis-rh,temporalpole-rh
frontalpole-rh,0.3673469387755102,0.0,0.3469387755102041,0.2857142857142857,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.6428571428571429,0.0,0.0,0.35714285714285715,0.0,0.0,0.0
medialorbitofrontal-lh,0.3137254901960784,0.0,0.4117647058823529,0.27450980392156865,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.32075471698113206,0.0,0.33962264150943394,0.33962264150943394,0.0,0.0,0.0,0.0
middletemporal-lh,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,0.09090909090909091,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.4857142857142857,0.5142857142857142
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6
