,caudalanteriorcingulate-lh,frontalpole-rh,lingual-rh,medialorbitofrontal-lh,paracentral-lh,parahippocampal-rh,parstriangularis-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.4418604651162791,0.0,0.0,0.4186046511627907,0.0,0.0,0.0,0.13953488372093023
frontalpole-rh,0.0,0.5490196078431373,0.09803921568627451,0.0,0.17647058823529413,0.17647058823529413,0.0,0.0
lingual-rh,0.0,0.14285714285714285,0.5476190476190477,0.0,0.11904761904761904,0.19047619047619047,0.0,0.0
medialorbitofrontal-lh,0.43902439024390244,0.0,0.0,0.4146341463414634,0.0,0.0,0.0,0.14634146341463414
paracentral-lh,0.0,0.1774193548387097,0.11290322580645161,0.0,0.4032258064516129,0.3064516129032258,0.0,0.0
parahippocampal-rh,0.0,0.171875,0.1875,0.0,0.25,0.390625,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.17142857142857143,0.0,0.0,0.17142857142857143,0.0,0.0,0.0,0.6571428571428571
