,CP5,P7,O1,P8,Fp2,CP3,P5,PO7
CP5,0.332,0.0,0.0,0.0,0.0,0.0,0.334,0.334
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.3283877349159248,0.0,0.0,0.0,0.0,0.0,0.3363006923837784,0.3353115727002967
PO7,0.327755905511811,0.0,0.0,0.0,0.0,0.0,0.33661417322834647,0.33562992125984253
