,CP5,P7,O1,P8,Fp2,CP3,P5,PO7
CP5,0.3191126279863481,0.0,0.09044368600682594,0.0,0.0,0.0,0.3037542662116041,0.28668941979522183
P7,0.0,0.9693877551020408,0.0,0.0,0.0,0.030612244897959183,0.0,0.0
O1,0.1249018067556952,0.0,0.5137470542026709,0.0793401413982718,0.0,0.08955223880597014,0.10840534171249018,0.0840534171249018
P8,0.0,0.0,0.16777408637873753,0.8322259136212624,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CP3,0.0,0.01728395061728395,0.14320987654320988,0.0,0.0,0.8395061728395061,0.0,0.0
P5,0.30313390313390315,0.0,0.07863247863247863,0.0,0.0,0.0,0.3173789173789174,0.30085470085470084
PO7,0.2998805256869773,0.0,0.06391875746714457,0.0,0.0,0.0,0.31660692951015534,0.3195937873357228
