,caudalmiddlefrontal-rh,inferiorparietal-rh,precentral-lh,precentral-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.1461187214611872,0.1278538812785388,0.1506849315068493,0.1506849315068493,0.1278538812785388,0.1506849315068493,0.1461187214611872,0.0
inferiorparietal-rh,0.14427860696517414,0.13930348258706468,0.14427860696517414,0.14427860696517414,0.13930348258706468,0.14427860696517414,0.14427860696517414,0.0
precentral-lh,0.14285714285714285,0.125,0.16071428571428573,0.15178571428571427,0.125,0.15178571428571427,0.14285714285714285,0.0
precentral-rh,0.14349775784753363,0.12556053811659193,0.15695067264573992,0.15246636771300448,0.12556053811659193,0.15246636771300448,0.14349775784753363,0.0
superiorparietal-lh,0.14356435643564355,0.13861386138613863,0.14356435643564355,0.14356435643564355,0.14356435643564355,0.14356435643564355,0.14356435643564355,0.0
superiortemporal-lh,0.14349775784753363,0.12556053811659193,0.15695067264573992,0.15246636771300448,0.12556053811659193,0.15246636771300448,0.14349775784753363,0.0
superiortemporal-rh,0.14285714285714285,0.125,0.14732142857142858,0.14732142857142858,0.125,0.14732142857142858,0.16517857142857142,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
