,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.60431654676259,0.0,0.2446043165467626,0.0,0.0,0.1510791366906475,0.0
frontalpole-rh,0.0,0.0,0.8904109589041096,0.0410958904109589,0.0,0.0684931506849315,0.0,0.0
medialorbitofrontal-rh,0.0,0.26126126126126126,0.04504504504504504,0.6936936936936937,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.06172839506172839,0.0,0.0,0.5555555555555556,0.0,0.38271604938271603
rostralmiddlefrontal-lh,0.0,0.17272727272727273,0.0,0.0,0.0,0.0,0.8272727272727273,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.26732673267326734,0.0,0.7326732673267327
