,F7,Pz,P4,CP2,AF3,P2,CPz,FCz
F7,0.16541353383458646,0.17293233082706766,0.17293233082706766,0.17293233082706766,0.0,0.0,0.14285714285714285,0.17293233082706766
Pz,0.15753424657534246,0.1780821917808219,0.1780821917808219,0.1780821917808219,0.0,0.0,0.1506849315068493,0.15753424657534246
P4,0.15753424657534246,0.1780821917808219,0.1780821917808219,0.1780821917808219,0.0,0.0,0.1506849315068493,0.15753424657534246
CP2,0.15753424657534246,0.1780821917808219,0.1780821917808219,0.1780821917808219,0.0,0.0,0.1506849315068493,0.15753424657534246
AF3,0.0,0.0,0.0,0.0,0.5217391304347826,0.4782608695652174,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.48,0.52,0.0,0.0
CPz,0.15441176470588236,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.0,0.16911764705882354,0.14705882352941177
FCz,0.16535433070866143,0.1732283464566929,0.1732283464566929,0.1732283464566929,0.0,0.0,0.14173228346456693,0.1732283464566929
