,F3,Pz,P4,CP2,AF7,AF3,AFz,P2
F3,0.15,0.2,0.2,0.2,0.1,0.0,0.15,0.0
Pz,0.09375,0.25,0.25,0.25,0.0625,0.0,0.09375,0.0
P4,0.09375,0.25,0.25,0.25,0.0625,0.0,0.09375,0.0
CP2,0.09375,0.25,0.25,0.25,0.0625,0.0,0.09375,0.0
AF7,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.0,0.17647058823529413,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.15,0.2,0.2,0.2,0.1,0.0,0.15,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
